post_id	reply_id	sarcasm
1nod5o	cckv8iq	1
1no7d3	cckiehw	0
1no7d3	cckwucp	1
1no3f4	cckgftj	1
1no3f4	cckj8km	0
1nnkzo	cck7zo1	0
1nnkzo	cckgk9m	1
1nnk4f	cckc645	0
1nnk4f	cckd69t	1
1nneon	cckboby	1
1nneon	cckawyc	0
1nn5b5	cckauq7	1
1nn5b5	cckw9jy	0
1nn37v	cck475w	0
1nn37v	cckgoan	1
1nn1d9	cck4t90	0
1nn1d9	cck8ccx	1
1nmpcz	cck7sdl	1
1nmpcz	cck47ru	0
1nmo1s	cck426e	0
1nmo1s	cck2yqt	1
1nmisk	cck4wfj	0
1nmisk	cck2m78	1
1nmhh7	ccjxzdk	0
1nmhh7	ccjxkc4	1
1nmeg5	ccjz3nu	1
1nmeg5	cck3xa9	0
1nmdad	cck6jfm	1
1nmdad	ccjwpvu	0
1nr2th	cclbqvv	0
1nr2th	ccl989f	1
1nqxkg	ccl63w7	1
1nqxkg	ccl6fl2	0
1nqvfc	cclhvmh	1
1nqvfc	cclif4u	0
1nql54	ccl5h0j	1
1nql54	ccln1ze	0
1nqk0j	ccl8gmq	0
1nqk0j	ccl6jvh	1
1nqd55	ccl314e	0
1nqd55	ccl8pd1	1
1nqczc	ccl2nl4	1
1nqczc	ccl113u	0
1nqabu	cclck7g	1
1nqabu	ccl9dzg	0
1nq983	ccl1w6q	0
1nq983	ccl59zr	1
1nq8f1	cclbshj	1
1nq8f1	cclh8kk	0
1nq705	ccl6qxq	1
1nq705	ccl8xkj	0
1nq3z9	cclaupp	0
1nq3z9	ccl22lq	1
1nq2bd	cckx20e	1
1nq2bd	cckx84w	0
1nq1dj	cckx2bx	1
1nq1dj	cckwn7s	0
1nptwe	cckzkz0	1
1nptwe	cckz4y8	0
1nppmx	cckw3xg	0
1nppmx	cckzuxj	1
1np9bz	ccku7wq	1
1np9bz	ccky73s	0
1nt3ad	ccm5vml	1
1nt3ad	cclwlm0	0
1nszty	ccm0lav	0
1nszty	ccm1eip	1
1nsyxp	cclyd22	0
1nsyxp	ccm0ssb	1
1nssjl	cclpucu	0
1nssjl	cclp8jp	1
1nsnuz	cclry4f	1
1nsnuz	cclneo9	0
1nse0y	cclkxj1	0
1nse0y	cclqzf9	1
1ns3zx	cclmdla	1
1ns3zx	ccm0vod	0
1nrscz	cclgy0r	1
1nrscz	cclez02	0
1nrnsf	cclnbfp	1
1nrnsf	ccleiqy	0
1nrn7k	cclik9s	0
1nrn7k	ccljolk	1
1nrkyp	ccm5jpz	0
1nrkyp	cclij5m	1
1nrjtc	ccle8mt	1
1nrjtc	cclcmga	0
1nrisz	cclj17v	1
1nrisz	cclgwef	0
1nrfb2	ccml9jz	0
1nrfb2	cclb6sk	1
1nrcll	cclcree	1
1nrcll	cclc232	0
1nrc49	cclaqgv	1
1nrc49	cclb8k1	0
1nvd7m	ccmh89u	0
1nvd7m	ccmji71	1
1nvcsq	ccmmo5m	1
1nvcsq	ccmmb6s	0
1nvcjr	ccmsupc	0
1nvcjr	ccmjj9h	1
1nvce4	ccmdql1	1
1nvce4	ccmducq	0
1nv35i	ccmpdv5	0
1nv35i	ccmgj9b	1
1nuy82	ccmf5jx	1
1nuy82	ccmgfwb	0
1nuy7b	ccm9rpf	1
1nuy7b	ccma5b6	0
1nuxmj	ccm9gfj	0
1nuxmj	ccm9gb3	1
1nuk89	ccmcmpq	1
1nuk89	ccmasht	0
1nuijx	ccmfua6	0
1nuijx	ccmdxci	1
1nudvi	ccm4tgs	1
1nudvi	ccmir1m	0
1nu683	ccmyp2v	0
1nu683	ccm4gri	1
1nty1c	ccm0fxy	1
1nty1c	ccm9rxw	0
1ntxf8	ccm8jm9	1
1ntxf8	ccm3vut	0
1ntx3s	ccm26o6	0
1ntx3s	ccm0t19	1
1nttto	ccm597r	1
1nttto	ccmaqcg	0
1ntnfk	ccm1td8	0
1ntnfk	ccm5zvr	1
1ntm5b	ccm1mge	1
1ntm5b	ccme1da	0
1ntg9p	ccm3rv0	1
1ntg9p	ccmfkyc	0
1ntezd	ccly0fs	0
1ntezd	ccluvet	1
1ny1zi	ccnbi77	0
1ny1zi	ccnbxqv	1
1ny05q	ccn3eoe	1
1ny05q	ccn3atz	0
1nxw3u	ccn269n	0
1nxw3u	ccn40gv	1
1nxuo0	ccn1udg	1
1nxuo0	ccn1sp7	0
1nxopi	ccncmtn	1
1nxopi	ccnc1vb	0
1nxlvu	ccn3557	1
1nxlvu	ccmzqom	0
1nxjxt	ccn4p2t	1
1nxjxt	ccn4ciy	0
1nx9vl	ccn4b8p	0
1nx9vl	ccmzmuw	1
1nx8fk	ccn0pn1	1
1nx8fk	ccndzoj	0
1nx7bb	ccmw8gw	1
1nx7bb	ccmva62	0
1nx5d1	ccmuofs	0
1nx5d1	ccmulox	1
1nx4cp	ccmucqx	0
1nx4cp	ccmuykk	1
1nwqt9	ccmtsyc	0
1nwqt9	ccms4pg	1
1nwp3f	ccn59pc	0
1nwp3f	ccn0uv7	1
1nwoox	ccncw67	1
1nwoox	ccmz2mc	0
1nwnff	ccms04q	1
1nwnff	ccnb2rc	0
1nwcjp	ccmp5vc	1
1nwcjp	ccmokky	0
1nw020	ccmn8cs	0
1nw020	ccmt88l	1
1nvzoh	ccn0ihc	0
1nvzoh	ccmvaaw	1
1nvm9l	ccmjqoh	0
1nvm9l	ccmk4x4	1
1nvjqz	ccmgj76	0
1nvjqz	ccmq26b	1
1o0f3x	ccntvid	1
1o0f3x	cco326z	0
1o0cxf	ccnp1xv	1
1o0cxf	ccnp22l	0
1o0b5q	ccnx6su	1
1o0b5q	cco7lkq	0
1o0ae9	ccnuwup	0
1o0ae9	ccnoygk	1
1o05ks	ccnnf24	0
1o05ks	ccnnkra	1
1o02yy	ccnrvvt	0
1o02yy	ccnr061	1
1o02ct	ccnsjaj	1
1o02ct	ccnvnw7	0
1nzygl	cco0t9x	1
1nzygl	cco2pmj	0
1nzut4	ccnmead	1
1nzut4	ccnlzwt	0
1nzro7	ccntgyy	1
1nzro7	ccnsoep	0
1nzn9v	ccnx33c	1
1nzn9v	ccnl9ui	0
1nzkrs	ccnmrdv	1
1nzkrs	ccnr7ra	0
1nzh95	ccoc47h	0
1nzh95	ccngots	1
1nzemh	ccng1u0	0
1nzemh	ccnjrrs	1
1nzb1d	ccnkbe1	0
1nzb1d	ccnmdie	1
1nz5ud	ccne7t8	0
1nz5ud	cco16jv	1
1nyxco	ccncjxi	1
1nyxco	ccncfzh	0
1nyw2p	ccnid5s	1
1nyw2p	ccnijaj	0
1nyj3c	ccnhdj6	1
1nyj3c	ccnnvdy	0
1nyf5p	ccn7y6o	0
1nyf5p	ccn7n0p	1
1nydjm	ccnefqp	1
1nydjm	ccndk1p	0
1nyben	ccn6n80	1
1nyben	ccn6sm7	0
1o3rsz	ccooh6d	1
1o3rsz	ccotg4i	0
1o3j68	ccoq192	1
1o3j68	ccojtgw	0
1o3fsp	ccoh7xr	0
1o3fsp	ccoibrh	1
1o3e0a	ccoreon	1
1o3e0a	ccovt34	0
1o3dwl	ccoifm0	1
1o3dwl	ccoo1k5	0
1o35tn	ccoe43x	1
1o35tn	ccodyvi	0
1o2w05	ccolscx	1
1o2w05	ccolynw	0
1o2sum	ccobmaz	0
1o2sum	ccoej5d	1
1o2m92	ccobr6r	1
1o2m92	ccob7je	0
1o2ezc	ccojtfm	0
1o2ezc	ccoj6xp	1
1o2atr	cco8xon	1
1o2atr	ccoijjt	0
1o27lp	cco8v7u	0
1o27lp	cco7041	1
1o260y	cco5uo3	0
1o260y	cco68v9	1
1o1z12	ccod1ww	1
1o1z12	cco72ig	0
1o1rga	cco95t5	1
1o1rga	ccoapnp	0
1o1mi6	cco8hel	1
1o1mi6	ccodrj8	0
1o0yzv	ccnxsg8	0
1o0yzv	ccnuqve	1
1o6min	ccpmll5	0
1o6min	ccp8lkx	1
1o6kzg	ccphz45	0
1o6kzg	ccpk6ky	1
1o6ivd	ccpbvmu	1
1o6ivd	ccpwx3e	0
1o6irk	ccpm4lr	0
1o6irk	ccpgqax	1
1o6bzj	ccp8eqt	1
1o6bzj	ccpe5v5	0
1o68si	ccpdz38	0
1o68si	ccpa2mw	1
1o5zjg	ccp2hiz	0
1o5zjg	ccp3ne1	1
1o5vaq	ccp4xku	0
1o5vaq	ccp6m1l	1
1o5tj6	ccp18og	1
1o5tj6	ccp51nf	0
1o5nzr	ccp0x83	1
1o5nzr	ccpev3m	0
1o5mff	ccp1lud	0
1o5mff	ccp6st9	1
1o5efv	ccowwzv	0
1o5efv	ccowwtw	1
1o5bvx	ccozv7p	1
1o5bvx	ccp72yj	0
1o59cy	ccqfjza	0
1o59cy	ccq01jo	1
1o58xj	ccp1tnb	0
1o58xj	ccp0iov	1
1o54b4	ccp0lsk	1
1o54b4	ccoyowu	0
1o505t	ccp4pdq	1
1o505t	ccp8tuv	0
1o4ztn	ccoug1e	1
1o4ztn	ccotnkd	0
1o4w4r	ccpbt1i	0
1o4w4r	ccpbxsb	1
1o4q4c	ccovq3r	1
1o4q4c	ccowsg2	0
1o41vy	ccovlna	1
1o41vy	ccop5z5	0
1o3yko	ccoqmwi	0
1o3yko	ccor9ik	1
1o8upw	ccqda09	1
1o8upw	ccq5duj	0
1o8h45	ccq2eba	1
1o8h45	ccq2177	0
1o8ci8	ccpq27y	0
1o8ci8	ccpqdl1	1
1o87vn	ccpqhth	0
1o87vn	ccpxfrw	1
1o8266	ccq4vhq	1
1o8266	ccpu293	0
1o800e	ccpo5x1	1
1o800e	ccppp5x	0
1o7u2n	ccpqslq	1
1o7u2n	ccpo5s4	0
1o7pl2	ccpjdi1	1
1o7pl2	ccpiyb0	0
1o7lvu	ccpmfu6	1
1o7lvu	ccpmd2d	0
1o7ize	ccpnxqt	0
1o7ize	ccpjxsd	1
1o7a8b	ccpl5tk	0
1o7a8b	ccplqvn	1
1o7a1w	ccpf3nu	1
1o7a1w	ccpioa1	0
1o75a7	ccpk3kd	0
1o75a7	ccpkqde	1
1o6yrz	ccpm41c	0
1o6yrz	ccpcun8	1
1o6x4n	ccpvzy6	0
1o6x4n	ccpnjhz	1
1o6v0b	ccpika5	0
1o6v0b	ccq4gfh	1
1o6uyl	ccpekcu	0
1o6uyl	ccpht2e	1
1obiby	ccqwee9	0
1obiby	ccqvvyk	1
1obfy3	ccqo9wj	1
1obfy3	ccrage7	0
1obb8h	ccra3nz	0
1obb8h	ccqgt7x	1
1ob59i	ccql2je	0
1ob59i	ccqdvmb	1
1oavdk	ccse13k	0
1oavdk	ccqo4a7	1
1oanto	ccqdnqp	1
1oanto	ccqa4vc	0
1oafc1	ccqg4vt	0
1oafc1	ccq7l0h	1
1oa8ys	ccq9jro	1
1oa8ys	ccq7pl6	0
1oa8uk	ccq8ngr	1
1oa8uk	ccqdzc5	0
1oa4xw	ccq5hyn	1
1oa4xw	ccq9463	0
1o9loz	ccq5uvr	1
1o9loz	ccq4kvn	0
1o9c3w	ccq16uk	1
1o9c3w	ccq31kj	0
1oe005	ccra03j	1
1oe005	ccr3iy6	0
1odzgy	ccr3ftn	1
1odzgy	ccrbe11	0
1odqc1	ccr9kz3	1
1odqc1	ccreltg	0
1odm9f	ccr2jrl	0
1odm9f	ccrbnxz	1
1odjy0	ccr38b7	1
1odjy0	ccr3ssn	0
1odb24	ccr6iwb	1
1odb24	ccr27lk	0
1od9zh	ccr2fsv	0
1od9zh	ccr30rk	1
1od6oi	ccqwnu2	0
1od6oi	ccqwp1d	1
1oco83	ccr2n52	0
1oco83	ccrbysa	1
1oclzx	ccrvp5w	1
1oclzx	cctffz5	0
1ocjjb	ccraann	0
1ocjjb	ccqxh4i	1
1ocjgf	ccqrtp1	0
1ocjgf	ccqth9s	1
1ochou	ccqrrxa	0
1ochou	ccqrj9x	1
1obznk	ccqm0f4	0
1obznk	ccqmgw7	1
1obxdp	ccqwlvs	1
1obxdp	ccqldkc	0
1obs36	ccqkwc9	1
1obs36	ccqk4fa	0
1ogn8d	ccrv1ko	1
1ogn8d	ccrzdb0	0
1ogd3g	ccrqo99	0
1ogd3g	ccrpbd6	1
1og7d7	ccrqwxo	0
1og7d7	ccrznnz	1
1og506	ccrn24y	1
1og506	ccroq5n	0
1og4ms	ccthw7s	1
1og4ms	ccrmt2k	0
1og3r4	ccrt3gc	1
1og3r4	ccrwb1z	0
1ofz5l	ccrlmqs	0
1ofz5l	ccrlvu6	1
1ofw4q	ccrn9z1	0
1ofw4q	ccroros	1
1oflvx	ccrx83b	0
1oflvx	ccrtriy	1
1ofkua	ccrr61x	1
1ofkua	ccrt6ho	0
1ofjfi	ccrlegy	0
1ofjfi	ccrlj7s	1
1ofiqn	ccrn6gk	0
1ofiqn	ccrqved	1
1offs6	ccrkewj	1
1offs6	ccrsgv9	0
1offdt	ccrmmh3	0
1offdt	ccrhxvr	1
1ofcz6	ccrj75n	0
1ofcz6	ccrkpts	1
1of5sz	ccrj2vt	1
1of5sz	ccryt0s	0
1of03u	ccreg25	1
1of03u	ccrsswv	0
1oez2l	ccrm7i2	1
1oez2l	ccrn0zv	0
1oesun	ccrbq9i	1
1oesun	ccrbq47	0
1oelh0	ccriwml	1
1oelh0	ccrd3hd	0
1oehkc	ccr8nq6	0
1oehkc	ccr8ncb	1
1oed5j	ccrcci4	0
1oed5j	ccr9xum	1
1oeav1	ccrgxab	1
1oeav1	ccr9dm6	0
1oe3o7	cdrd6cf	0
1oe3o7	ccruts5	1
1oj8xi	ccsgvn0	0
1oj8xi	ccshohm	1
1oj6sh	ccshbye	1
1oj6sh	ccsiri6	0
1oit2u	ccska0f	1
1oit2u	ccsieo6	0
1oiphe	ccsb09a	0
1oiphe	ccsc5j9	1
1oiowg	ccsaxum	1
1oiowg	ccsal4p	0
1oihrs	ccsdod0	1
1oihrs	ccs8mwe	0
1oib27	ccs6joj	1
1oib27	ccs6ycp	0
1oi374	ccsio7a	0
1oi374	ccs5cbw	1
1oi1uk	ccsx87u	0
1oi1uk	ccs8y68	1
1ohuoj	ccs2k03	0
1ohuoj	ccs2lc2	1
1ohqsc	ccs1t21	0
1ohqsc	ccs5lzl	1
1ohoia	ccs0szo	0
1ohoia	ccs2uge	1
1ohk9n	ccs144p	1
1ohk9n	ccs0n95	0
1oh99o	ccs5jno	0
1oh99o	ccryk2y	1
1oh8pq	ccrwz5f	1
1oh8pq	ccs2dvp	0
1oh4by	ccs6dsz	1
1oh4by	ccs0aba	0
1ogxf4	ccsny0x	0
1ogxf4	ccs09bi	1
1ogvyk	ccruase	0
1ogvyk	ccs47ch	1
1olx81	ccthjcu	1
1olx81	cctc1gz	0
1olukx	cct7fwa	0
1olukx	cct7dir	1
1olhez	cct3n4c	0
1olhez	cct3vgw	1
1olech	cct2t9f	1
1olech	cct45rr	0
1olcga	cct7whk	1
1olcga	cct9480	0
1olbpr	cct2cfx	1
1olbpr	cct2559	0
1ol5wb	cct0v3n	1
1ol5wb	cct3t6y	0
1ol3m7	cct5e7i	0
1ol3m7	cctfjjf	1
1ol1v8	cct5e53	1
1ol1v8	cctpeum	0
1ol0p8	cctblri	0
1ol0p8	ccth3bs	1
1okzs7	cct12xb	1
1okzs7	cct29f6	0
1okwfd	ccsy0be	1
1okwfd	cct76v7	0
1okuym	cct3mcc	1
1okuym	cct1c0t	0
1oksa9	cctc9t0	1
1oksa9	cct14ll	0
1oks05	cctqvx3	1
1oks05	ccteywm	0
1okrkm	cct8hy5	0
1okrkm	cct56yk	1
1okmk6	ccsxy89	0
1okmk6	ccsuua8	1
1okgo5	ccszcbi	0
1okgo5	ccvy0od	1
1okfx1	ccsy3dn	0
1okfx1	ccsuzva	1
1ok7ta	ccsron7	0
1ok7ta	ccsvufq	1
1ok27t	ccss96j	1
1ok27t	ccsuq07	0
1ojpcn	ccsl7yw	0
1ojpcn	ccsm2rb	1
1ooahm	cctw4ab	1
1ooahm	cctw8ix	0
1oo1qo	ccu08q7	1
1oo1qo	ccu1kc6	0
1onvhf	ccu5dxq	0
1onvhf	cctsyp7	1
1onmrk	cctqd3b	1
1onmrk	cctuydr	0
1onh2n	ccu10zs	1
1onh2n	cctuvj8	0
1ondzs	cctr2as	0
1ondzs	cctn7a1	1
1on7eh	cctr2ez	1
1on7eh	cctlbuh	0
1on4ee	cctubfa	0
1on4ee	cctrc28	1
1on42z	cctpfo6	1
1on42z	cctz7ch	0
1on3l3	cctnejb	0
1on3l3	cctp0ub	1
1on0on	cctpztz	0
1on0on	cctod76	1
1omsrg	cctltmu	1
1omsrg	cctpiwc	0
1om87s	cctbbpk	1
1om87s	cctbehi	0
1om4lw	cctasc6	0
1om4lw	cctgp9k	1
1om4kl	ccte8a4	1
1om4kl	cctcw91	0
1oqvo9	ccupxou	1
1oqvo9	ccuppcy	0
1oqruo	ccuuswa	1
1oqruo	ccumlh2	0
1oqrmo	ccumjsi	0
1oqrmo	ccv3zt6	1
1oqnyw	ccvlink	0
1oqnyw	ccumqvb	1
1oqnfr	cculm67	0
1oqnfr	ccunox6	1
1oqkaf	ccusm7f	1
1oqkaf	ccupq0a	0
1oqdzf	ccujri7	1
1oqdzf	ccuix22	0
1oqd07	ccus3n4	0
1oqd07	ccut48a	1
1oq5jo	ccuhpnd	0
1oq5jo	ccuw4uz	1
1oq5g9	ccv3h3u	1
1oq5g9	ccuy524	0
1opvpy	ccugf83	0
1opvpy	ccugdm4	1
1opq4v	ccusx9o	0
1opq4v	ccujmyi	1
1oppjh	ccug15w	0
1oppjh	ccumr3l	1
1opoxa	ccuq3mw	0
1opoxa	ccumxvc	1
1opnvc	ccubu22	0
1opnvc	ccuiqdv	1
1opmy6	ccumyqc	1
1opmy6	ccuc4cd	0
1opl8e	ccuic71	0
1opl8e	ccua9ed	1
1opl3f	ccudy8b	0
1opl3f	ccubr2p	1
1opfwj	ccubqna	0
1opfwj	ccwhmh8	1
1op56d	ccuaxdg	0
1op56d	ccu6r0a	1
1op0hu	ccuufeq	1
1op0hu	ccu9b9k	0
1op02n	ccu8m4l	1
1op02n	ccu99er	0
1ootcj	ccu50l1	0
1ootcj	ccu5bte	1
1oosbm	ccud02m	1
1oosbm	ccu87f9	0
1oomku	ccu0cep	0
1oomku	ccu032v	1
1ot0o4	ccvx1eo	1
1ot0o4	ccw9213	0
1osul3	ccv7w0k	1
1osul3	ccv9zde	0
1ossyx	ccvgagu	1
1ossyx	ccvgxcf	0
1osftu	ccvei24	1
1osftu	ccvki8a	0
1osezu	ccvbgxj	0
1osezu	ccvirw4	1
1osd7q	ccvdz3x	0
1osd7q	ccv41up	1
1osavd	ccvfj83	0
1osavd	ccv446a	1
1os33d	ccvdfwm	1
1os33d	ccv1pfi	0
1os0li	ccv0uo7	1
1os0li	ccva2ub	0
1orqb3	ccux42l	1
1orqb3	ccuy3ns	0
1ov87l	ccwf2u4	1
1ov87l	ccw86gz	0
1ov6np	ccw1zjv	0
1ov6np	ccw2ndp	1
1ov4cw	ccw3t8p	1
1ov4cw	ccvyno4	0
1ouzrr	ccvzzvv	1
1ouzrr	ccw4zfl	0
1ouwuf	ccwl9b7	1
1ouwuf	ccw36yo	0
1outv2	ccw79y7	0
1outv2	ccw4csm	1
1ouryt	ccvxtp6	0
1ouryt	ccvvtdg	1
1oup7d	ccvw9f6	0
1oup7d	ccvwv66	1
1oumi1	ccwa8n4	1
1oumi1	ccw12ti	0
1oulvt	ccvwrfo	0
1oulvt	ccw1lkq	1
1oul8a	ccvy44y	1
1oul8a	ccvyiiu	0
1ouk9q	ccvzguk	1
1ouk9q	ccw0b9o	0
1oufi4	ccw0ib5	1
1oufi4	ccw8bes	0
1oud93	ccvr8l8	0
1oud93	ccvsx8i	1
1ouc96	ccvznxg	1
1ouc96	ccw180p	0
1ouawa	ccvqagu	0
1ouawa	ccvo8ij	1
1ou5lj	ccvxy0g	1
1ou5lj	ccvreru	0
1ou4wy	ccvnokm	0
1ou4wy	ccvpsx5	1
1otxlz	ccvl8jz	1
1otxlz	ccvk67j	0
1otvik	ccvn4hm	0
1otvik	ccvnur7	1
1otuil	ccvnvqz	1
1otuil	ccvsy0n	0
1ottuf	ccvnvl2	0
1ottuf	ccvphjh	1
1otm5l	ccvhm2y	0
1otm5l	ccvi4cf	1
1otk1p	ccvhmjn	0
1otk1p	ccvkhh6	1
1otgo5	ccvq66b	0
1otgo5	ccvn09s	1
1otg4r	ccvidh6	0
1otg4r	ccvg03n	1
1otb3u	ccvhkzf	0
1otb3u	ccvl6mr	1
1ota43	ccvem7x	0
1ota43	ccvesfp	1
1ot6je	ccvjb5v	1
1ot6je	ccvj5dn	0
1oxse1	ccwt6yu	1
1oxse1	ccwuvst	0
1oxplo	ccwwd58	0
1oxplo	ccwslqu	1
1oxdax	ccx11mi	0
1oxdax	ccwuqrj	1
1oxc9g	ccwukkd	1
1oxc9g	ccwqshp	0
1oxaqt	ccwjxcl	1
1oxaqt	ccwjurx	0
1ox6hm	ccwoa7m	1
1ox6hm	ccwjzv7	0
1ox45q	ccwl8r1	1
1ox45q	ccws2je	0
1owule	ccwg9wx	0
1owule	ccwx6n6	1
1owts3	ccwnpsk	1
1owts3	ccwr4td	0
1owrvz	ccwj1s0	1
1owrvz	ccwgqda	0
1owr1m	ccwhdop	1
1owr1m	ccwnwod	0
1owqji	ccwkalk	0
1owqji	ccwe5ph	1
1owgz2	ccwcz2z	1
1owgz2	ccwep96	0
1owfeq	ccwgiz6	1
1owfeq	ccwaq3o	0
1owd6p	ccwe53f	1
1owd6p	ccwegni	0
1owc4c	ccwbco2	0
1owc4c	ccwdwvn	1
1owal5	ccwlddd	0
1owal5	ccwbcjv	1
1ow95t	ccwa29q	1
1ow95t	ccwapev	0
1ow3dx	ccwbqsx	1
1ow3dx	ccwbcyu	0
1ovvmm	ccw6k04	0
1ovvmm	ccw6ixu	1
1ovvgz	ccw6thq	0
1ovvgz	ccw72dm	1
1ovu84	cd71sqt	0
1ovu84	ccwp815	1
1ovsc1	ccw75vu	0
1ovsc1	ccwp2pq	1
1p0bvf	ccxpb7j	0
1p0bvf	ccxi2h9	1
1p0b4v	ccy6slm	1
1p0b4v	ccxv1dr	0
1p02yn	ccxjojg	0
1p02yn	ccxexa6	1
1ozy63	ccy973b	0
1ozy63	ccxnp8k	1
1ozu34	ccxm59i	0
1ozu34	ccxkngt	1
1ozrqr	ccxhck6	0
1ozrqr	ccxm43u	1
1ozrlg	ccxgy4v	0
1ozrlg	ccxb9vm	1
1ozftn	ccxbu1r	0
1ozftn	ccxd6lo	1
1ozetj	ccxgfd0	1
1ozetj	ccxiooc	0
1ozdji	ccxachz	0
1ozdji	ccxf8gb	1
1oz9eo	ccxc64i	1
1oz9eo	ccx6oik	0
1oz6ci	ccx90ob	0
1oz6ci	ccx899r	1
1oz49i	ccx2gsr	1
1oz49i	ccx2j5b	0
1oz3wc	ccxgvta	1
1oz3wc	ccx3hqh	0
1oz362	ccx43lw	1
1oz362	ccxpcnm	0
1oz1tr	ccx3zsb	0
1oz1tr	ccx5vx3	1
1oyztn	ccxgk3v	1
1oyztn	ccx6cna	0
1oyzoo	ccx1eat	0
1oyzoo	ccx1g5t	1
1oyk9e	ccxj8y8	1
1oyk9e	ccxb6bf	0
1oyg1a	ccx5dx6	0
1oyg1a	ccx2jfv	1
1oybfp	ccwuvv0	1
1oybfp	ccwuwch	0
1oxyg6	ccwu4lo	0
1oxyg6	ccwtrnr	1
1oxy92	ccwub71	1
1oxy92	ccwwcrl	0
1p304k	cd2d2me	0
1p304k	ccy9awx	1
1p2vyq	ccy8u52	1
1p2vyq	ccy691e	0
1p2p95	ccy6n0w	1
1p2p95	ccy8tg9	0
1p2880	ccy5o44	1
1p2880	ccy3pb7	0
1p24w6	ccxyeb7	1
1p24w6	ccxyhbh	0
1p21tt	ccy5v6q	1
1p21tt	ccy23pt	0
1p202c	ccxwg77	1
1p202c	ccxx4x9	0
1p1tcf	ccxuifo	1
1p1tcf	ccxvfzu	0
1p1r8u	ccy2aax	0
1p1r8u	ccy7cvd	1
1p1qvw	ccxu2x1	1
1p1qvw	cczpoe0	0
1p1pez	ccxw5os	1
1p1pez	ccxvykm	0
1p1maq	ccxtt98	0
1p1maq	ccxxxtp	1
1p1l7u	ccy5na6	1
1p1l7u	ccxzoui	0
1p1i4p	ccxwqnv	1
1p1i4p	ccxyszm	0
1p1gr4	ccy0btg	1
1p1gr4	ccy0wf7	0
1p1f8v	ccy7gwr	0
1p1f8v	ccy3294	1
1p1csy	ccxs7v8	0
1p1csy	ccxsqq6	1
1p14ja	ccy2jam	1
1p14ja	cczbepb	0
1p1382	ccxtrjg	0
1p1382	ccxuejh	1
1p0vyw	ccy2sh1	1
1p0vyw	ccy1i90	0
1p0ssh	ccxp1cs	1
1p0ssh	ccxvor3	0
1p0smc	ccxr55h	0
1p0smc	ccxoy65	1
1p0nk9	ccxj6j2	1
1p0nk9	ccxmjs9	0
1p0jyl	ccyu6ox	1
1p0jyl	ccy19hq	0
1p0j6t	ccxnz88	1
1p0j6t	ccxhpp2	0
1p5nhq	ccz1va2	0
1p5nhq	cczbfqr	1
1p5fit	ccyxm0c	0
1p5fit	ccyxj4b	1
1p570o	ccyxt8d	0
1p570o	cczcphk	1
1p56gv	ccyx3yo	1
1p56gv	cd0j44g	0
1p4wkt	ccyyk88	0
1p4wkt	ccz28zs	1
1p4shh	ccz74ol	1
1p4shh	ccyri4c	0
1p4r2p	ccz2s45	0
1p4r2p	ccyy6lr	1
1p4l36	ccyzw9n	0
1p4l36	ccyta04	1
1p4fv9	ccyvo9n	1
1p4fv9	ccyymxv	0
1p4cl9	ccz3lzt	1
1p4cl9	ccytube	0
1p4bbj	ccyzwy5	1
1p4bbj	ccyz6yj	0
1p49l4	ccyms2k	1
1p49l4	ccyo3w2	0
1p48is	ccywkb3	1
1p48is	ccyxxd7	0
1p454r	ccyl1u0	1
1p454r	ccyk3y1	0
1p3qzx	ccyfzfq	1
1p3qzx	ccyg01p	0
1p3o7k	ccyjaze	0
1p3o7k	ccyig5x	1
1p3nxi	ccyhchp	0
1p3nxi	ccyn3d1	1
1p3hmq	ccydwxd	0
1p3hmq	ccyz7tr	1
1p3aal	ccyit35	0
1p3aal	ccyb54c	1
1p85cb	cczpsxl	1
1p85cb	cczro0c	0
1p859a	cczuebv	0
1p859a	cczt4gp	1
1p84ax	cczwtg7	1
1p84ax	cczqptu	0
1p7qq7	cczssbw	0
1p7qq7	cczlkbs	1
1p7kxy	cczksgy	1
1p7kxy	cczl3fl	0
1p7ilr	ccziu88	1
1p7ilr	cczqtpj	0
1p7ev4	cczr9em	0
1p7ev4	cczr3rc	1
1p7ch1	ccznpg3	0
1p7ch1	cczomkz	1
1p79dx	cczi1fx	1
1p79dx	cczi2gu	0
1p78fb	cczi29i	1
1p78fb	cczgdx7	0
1p784d	cczflg4	0
1p784d	cczinpy	1
1p72ux	cczj8cn	0
1p72ux	cczkb0r	1
1p7287	ccze5q7	0
1p7287	cczdwjg	1
1p6unb	cczg5o8	0
1p6unb	cczn2n2	1
1p6u1i	cczoq6e	0
1p6u1i	cczf8m1	1
1p6ffa	cczgyrl	1
1p6ffa	ccz8fvb	0
1p6bp4	ccz70xz	0
1p6bp4	ccz7th0	1
1p6b75	ccza0m6	1
1p6b75	ccz6p2i	0
1p67qr	cczq1zs	1
1p67qr	cczi3b3	0
1p65an	cczcikz	1
1p65an	cczgbvg	0
1pa7rg	cd0ieds	1
1pa7rg	cd0hdte	0
1pa1ee	cd09odt	0
1pa1ee	cd092qt	1
1p9rl8	cd0aqur	1
1p9rl8	cd0dvf5	0
1p9rke	cd0k6ui	0
1p9rke	cd081f9	1
1p9qjs	cd07uwg	0
1p9qjs	cd05vpt	1
1p9poj	cd05xlo	0
1p9poj	cd0jesc	1
1p9llt	cd08130	1
